left,relation,right,owl_type,match_type,ngramDistance,jiangConrath_stemmed,lin_stemmed,path,lin,equalSimilarityStemmed,word2Vec,prefix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,suffix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,path_stemmed,smoaDistance,jiangConrath,needlemanWunsch2Distance,umbcSim,soft_tfidf_jaro,fuzzydice,fuzzycosine,wuPalmerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,jaro_winkler_tfidf,fuzzyjaccard,levenshteinDistance,hammingDistance,subStringDistance,umbcphrasesim,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher
http://cmt#Meta-Reviewer,=,http://ekaw#Regular_Paper,c,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05126885606410017,0.0,0.0,0.0,0.05126885606410016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#hasDecision,=,http://ekaw#reviewWrittenBy,op,FF,0.0,0.0,0.0,0.041666666666666664,0.10141347113773912,0.0,0.35318181232008616,0.0,0.0,0.2634750086173248,0.0,0.06666666666666667,0.0,0.0,0.0,0.035738610296498684,0.1578947368421053,0.11951818782836199,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.19999999999999996,0.1333333333333333,0.07692307692307687,0.19842132925987244,0.0,0.0
http://cmt#assignReviewer,=,http://ekaw#reviewWrittenBy,op,FF,0.32000000000000006,0.5317673172715752,0.5,0.125,0.0,0.3333333333333333,0.49836779170365497,0.42857142857142855,0.32000000000000006,1.0,0.25,0.06666666666666667,0.32000000000000006,0.6,0.5228474719695367,0.05434554767609323,0.1875,0.25560929626226425,0.17823270753269402,0.3,0.3061862178478973,0.2536231884057971,0.17823270753269402,0.17647058823529413,0.19999999999999996,0.06666666666666665,0.4137931034482758,0.3836546540260315,0.32000000000000006,0.32000000000000006
http://cmt#hasConflictOfInterest,=,http://ekaw#paperPresentedAs,op,FF,0.12121212121212122,0.16920140802817057,0.23174696515646726,0.16666666666666666,0.0,0.0,0.09990864874248094,0.0,0.12121212121212122,0.42176499898385245,0.0,0.09523809523809523,0.12121212121212122,0.3333333333333333,0.42895320693828154,0.07265744514632283,0.1923076923076923,0.015623079612851143,0.0,0.1904761904761905,0.1924500897298753,0.2857142857142857,0.0,0.10526315789473686,0.23809523809523814,0.04761904761904767,0.16216216216216217,0.03880631923675537,0.12121212121212122,0.12121212121212122
http://cmt#Preference,=,http://ekaw#PC_Chair,c,FF,0.0,0.0,0.0,0.06066176470588235,0.0,0.0,0.11524822057365985,0.14285714285714285,0.0,0.14242340295027983,0.0,0.1,0.0,0.0625,0.050000000000000044,0.02863181042705509,0.08333333333333337,0.0,0.0,0.0,0.0,0.20526315789473684,0.0,0.0,0.09999999999999998,0.09999999999999998,0.11764705882352944,0.030106177553534508,0.0,0.0
http://cmt#hasAuthor,=,http://ekaw#heldIn,op,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.06414339097071961,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111116,0.11111111111111116,0.1333333333333333,0.031264886260032654,0.0,0.0
http://cmt#Co-author,=,http://ekaw#Neutral_Review,c,FF,0.0,0.0,0.0,0.12777777777777777,0.0,0.0,0.004041109825654768,0.0,0.0,0.07447538689922409,0.0,0.07692307692307693,0.0,0.12777777777777777,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.0,0.49523809523809526,0.0,0.0,0.15384615384615385,0.07692307692307687,0.19047619047619047,0.09106238931417465,0.0,0.0
http://cmt#ConferenceMember,=,http://ekaw#Industrial_Paper,c,FF,0.0,0.03816417968616505,0.042872516813355646,0.08012820512820512,0.042872516813355646,0.0,0.12191950207566152,0.0,0.0,0.13933605373597227,0.0,0.13333333333333333,0.0,0.08846153846153847,0.0,0.06917812913790214,0.125,0.05624962039291859,0.0,0.0,0.0,0.31932773109243695,0.0,0.0,0.1875,0.0,0.12903225806451613,0.0,0.0,0.0
http://cmt#assignExternalReviewer,=,http://ekaw#listsEvent,op,FF,0.0,0.07929688324230287,0.12357754283702481,0.059259259259259255,0.0,0.0,0.22476153506286314,0.045454545454545456,0.0,0.303598199762994,0.0,0.045454545454545456,0.0,0.18584656084656084,0.0,0.02377574484552701,0.1470588235294118,0.05312323570251465,0.0,0.0,0.0,0.24074074074074073,0.0,0.0,0.2272727272727273,0.045454545454545414,0.125,0.146898552775383,0.0,0.0
http://cmt#ConferenceChair,=,http://ekaw#Organising_Agency,c,FF,0.07407407407407407,0.0,0.0,0.09191176470588236,0.21718102526151017,0.0,0.38059584939777125,0.06666666666666667,0.07407407407407407,0.2240111955815507,0.0,0.0625,0.07407407407407407,0.0,0.26682495496970693,0.08775512145612774,0.052631578947368474,0.03317476809024811,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.19354838709677424,0.024493586272001266,0.07407407407407407,0.07407407407407407
